"","Date","daily_visits","Name"
"65136",2022-01-18,6474,"Temescal Regional Recreation Area"
"65137",2022-01-19,6038,"Temescal Regional Recreation Area"
"65138",2022-01-20,5987,"Temescal Regional Recreation Area"
"65139",2022-01-21,6935,"Temescal Regional Recreation Area"
"65140",2022-01-22,5535,"Temescal Regional Recreation Area"
"65141",2022-01-23,4005,"Temescal Regional Recreation Area"
"65142",2022-01-24,5076,"Temescal Regional Recreation Area"
"65143",2022-01-25,6086,"Temescal Regional Recreation Area"
"65144",2022-01-26,5804,"Temescal Regional Recreation Area"
"65145",2022-01-27,6585,"Temescal Regional Recreation Area"
"65146",2022-01-28,6456,"Temescal Regional Recreation Area"
"65147",2022-01-29,6023,"Temescal Regional Recreation Area"
"65148",2022-01-30,4628,"Temescal Regional Recreation Area"
"65149",2022-01-31,6084,"Temescal Regional Recreation Area"
"65150",2022-02-01,6092,"Temescal Regional Recreation Area"
"65151",2022-02-02,6422,"Temescal Regional Recreation Area"
"65152",2022-02-03,5464,"Temescal Regional Recreation Area"
"65153",2022-02-04,8653,"Temescal Regional Recreation Area"
"65154",2022-02-05,6246,"Temescal Regional Recreation Area"
"65155",2022-02-06,6871,"Temescal Regional Recreation Area"
"65156",2022-02-07,5660,"Temescal Regional Recreation Area"
"65157",2022-02-08,7058,"Temescal Regional Recreation Area"
"65158",2022-02-09,5707,"Temescal Regional Recreation Area"
"65159",2022-02-10,6757,"Temescal Regional Recreation Area"
"65160",2022-02-11,6760,"Temescal Regional Recreation Area"
"65161",2022-02-12,6364,"Temescal Regional Recreation Area"
"65162",2022-02-13,3794,"Temescal Regional Recreation Area"
"65163",2022-02-14,5190,"Temescal Regional Recreation Area"
"65164",2022-02-15,6192,"Temescal Regional Recreation Area"
"65165",2022-02-16,5562,"Temescal Regional Recreation Area"
"65166",2022-02-17,5827,"Temescal Regional Recreation Area"
"65167",2022-02-18,7988,"Temescal Regional Recreation Area"
"65168",2022-02-19,6595,"Temescal Regional Recreation Area"
"65169",2022-02-20,5073,"Temescal Regional Recreation Area"
"65170",2022-02-21,3836,"Temescal Regional Recreation Area"
"65171",2022-02-22,5308,"Temescal Regional Recreation Area"
"65172",2022-02-23,5764,"Temescal Regional Recreation Area"
"65173",2022-02-24,5114,"Temescal Regional Recreation Area"
"65174",2022-02-25,6484,"Temescal Regional Recreation Area"
"65175",2022-02-26,5010,"Temescal Regional Recreation Area"
"65176",2022-02-27,4440,"Temescal Regional Recreation Area"
"65177",2022-02-28,5776,"Temescal Regional Recreation Area"
"65178",2022-03-01,5436,"Temescal Regional Recreation Area"
"65179",2022-03-02,6955,"Temescal Regional Recreation Area"
"65180",2022-03-03,5996,"Temescal Regional Recreation Area"
"65181",2022-03-04,6919,"Temescal Regional Recreation Area"
"65182",2022-03-05,4067,"Temescal Regional Recreation Area"
"65183",2022-03-06,6067,"Temescal Regional Recreation Area"
"65184",2022-03-07,4140,"Temescal Regional Recreation Area"
"65185",2022-03-08,7390,"Temescal Regional Recreation Area"
"65186",2022-03-09,5881,"Temescal Regional Recreation Area"
"65187",2022-03-10,5697,"Temescal Regional Recreation Area"
"65188",2022-03-11,6113,"Temescal Regional Recreation Area"
"65189",2022-03-12,5623,"Temescal Regional Recreation Area"
"65190",2022-03-13,4440,"Temescal Regional Recreation Area"
"65191",2022-03-14,5672,"Temescal Regional Recreation Area"
"65192",2022-03-15,4871,"Temescal Regional Recreation Area"
"65193",2022-03-16,6076,"Temescal Regional Recreation Area"
"65194",2022-03-17,5193,"Temescal Regional Recreation Area"
"65195",2022-03-18,5935,"Temescal Regional Recreation Area"
"65196",2022-03-19,4720,"Temescal Regional Recreation Area"
"65197",2022-03-20,5127,"Temescal Regional Recreation Area"
"65198",2022-03-21,4826,"Temescal Regional Recreation Area"
"65199",2022-03-22,6814,"Temescal Regional Recreation Area"
"65200",2022-03-23,6149,"Temescal Regional Recreation Area"
"65201",2022-03-24,6132,"Temescal Regional Recreation Area"
"65202",2022-03-25,7261,"Temescal Regional Recreation Area"
"65203",2022-03-26,5546,"Temescal Regional Recreation Area"
"65204",2022-03-27,3986,"Temescal Regional Recreation Area"
"65205",2022-03-28,5200,"Temescal Regional Recreation Area"
"65206",2022-03-29,5633,"Temescal Regional Recreation Area"
"65207",2022-03-30,6515,"Temescal Regional Recreation Area"
"65208",2022-03-31,5692,"Temescal Regional Recreation Area"
"65209",2022-04-01,5425,"Temescal Regional Recreation Area"
"65210",2022-04-02,3638,"Temescal Regional Recreation Area"
"65211",2022-04-03,3952,"Temescal Regional Recreation Area"
"65212",2022-04-04,4142,"Temescal Regional Recreation Area"
"65213",2022-04-05,5394,"Temescal Regional Recreation Area"
"65214",2022-04-06,6248,"Temescal Regional Recreation Area"
"65215",2022-04-07,5018,"Temescal Regional Recreation Area"
"65216",2022-04-08,6842,"Temescal Regional Recreation Area"
"65217",2022-04-09,6513,"Temescal Regional Recreation Area"
"65218",2022-04-10,5989,"Temescal Regional Recreation Area"
"65219",2022-04-11,3846,"Temescal Regional Recreation Area"
"65220",2022-04-12,5993,"Temescal Regional Recreation Area"
"65221",2022-04-13,5993,"Temescal Regional Recreation Area"
"65222",2022-04-14,4886,"Temescal Regional Recreation Area"
"65223",2022-04-15,6189,"Temescal Regional Recreation Area"
"65224",2022-04-16,4964,"Temescal Regional Recreation Area"
"65225",2022-04-17,5798,"Temescal Regional Recreation Area"
"65226",2022-04-18,3797,"Temescal Regional Recreation Area"
"65227",2022-04-19,6196,"Temescal Regional Recreation Area"
"65228",2022-04-20,4752,"Temescal Regional Recreation Area"
"65229",2022-04-21,5051,"Temescal Regional Recreation Area"
"65230",2022-04-22,4937,"Temescal Regional Recreation Area"
"65231",2022-04-23,6386,"Temescal Regional Recreation Area"
"65232",2022-04-24,6393,"Temescal Regional Recreation Area"
"65233",2022-04-25,4220,"Temescal Regional Recreation Area"
"65234",2022-04-26,5355,"Temescal Regional Recreation Area"
"65235",2022-04-27,5252,"Temescal Regional Recreation Area"
"65236",2022-04-28,5536,"Temescal Regional Recreation Area"
"65237",2022-04-29,7108,"Temescal Regional Recreation Area"
"65238",2022-04-30,5849,"Temescal Regional Recreation Area"
"65239",2022-05-01,5955,"Temescal Regional Recreation Area"
"65240",2022-05-02,4553,"Temescal Regional Recreation Area"
"65241",2022-05-03,5552,"Temescal Regional Recreation Area"
"65242",2022-05-04,6294,"Temescal Regional Recreation Area"
"65243",2022-05-05,5426,"Temescal Regional Recreation Area"
"65244",2022-05-06,6827,"Temescal Regional Recreation Area"
"65245",2022-05-07,6299,"Temescal Regional Recreation Area"
"65246",2022-05-08,5666,"Temescal Regional Recreation Area"
"65247",2022-05-09,4923,"Temescal Regional Recreation Area"
"65248",2022-05-10,5838,"Temescal Regional Recreation Area"
"65249",2022-05-11,5288,"Temescal Regional Recreation Area"
"65250",2022-05-12,6215,"Temescal Regional Recreation Area"
"65251",2022-05-13,6676,"Temescal Regional Recreation Area"
"65252",2022-05-14,6276,"Temescal Regional Recreation Area"
"65253",2022-05-15,5730,"Temescal Regional Recreation Area"
"65254",2022-05-16,4815,"Temescal Regional Recreation Area"
"65255",2022-05-17,6992,"Temescal Regional Recreation Area"
"65256",2022-05-18,5962,"Temescal Regional Recreation Area"
"65257",2022-05-19,5718,"Temescal Regional Recreation Area"
"65258",2022-05-20,8165,"Temescal Regional Recreation Area"
"65259",2022-05-21,4958,"Temescal Regional Recreation Area"
"65260",2022-05-22,4270,"Temescal Regional Recreation Area"
"65261",2022-05-23,4773,"Temescal Regional Recreation Area"
"65262",2022-05-24,4726,"Temescal Regional Recreation Area"
"65263",2022-05-25,8248,"Temescal Regional Recreation Area"
"65264",2022-05-26,6802,"Temescal Regional Recreation Area"
"65265",2022-05-27,4676,"Temescal Regional Recreation Area"
"65266",2022-05-28,4771,"Temescal Regional Recreation Area"
"65267",2022-05-29,5169,"Temescal Regional Recreation Area"
"65268",2022-05-30,5444,"Temescal Regional Recreation Area"
"65269",2022-05-31,4419,"Temescal Regional Recreation Area"
"65270",2022-06-01,4305,"Temescal Regional Recreation Area"
"65271",2022-06-02,5795,"Temescal Regional Recreation Area"
"65272",2022-06-03,6035,"Temescal Regional Recreation Area"
"65273",2022-06-04,4014,"Temescal Regional Recreation Area"
"65274",2022-06-05,4592,"Temescal Regional Recreation Area"
"65275",2022-06-06,5580,"Temescal Regional Recreation Area"
"65276",2022-06-07,4068,"Temescal Regional Recreation Area"
"65277",2022-06-08,5237,"Temescal Regional Recreation Area"
"65278",2022-06-09,4722,"Temescal Regional Recreation Area"
"65279",2022-06-10,3971,"Temescal Regional Recreation Area"
"65280",2022-06-11,6980,"Temescal Regional Recreation Area"
"65281",2022-06-12,2960,"Temescal Regional Recreation Area"
"65282",2022-06-13,4495,"Temescal Regional Recreation Area"
"65283",2022-06-14,4635,"Temescal Regional Recreation Area"
"65284",2022-06-15,4832,"Temescal Regional Recreation Area"
"65285",2022-06-16,4320,"Temescal Regional Recreation Area"
"65286",2022-06-17,5621,"Temescal Regional Recreation Area"
"65287",2022-06-18,4217,"Temescal Regional Recreation Area"
"65288",2022-06-19,4945,"Temescal Regional Recreation Area"
"65289",2022-06-20,4731,"Temescal Regional Recreation Area"
"65290",2022-06-21,4836,"Temescal Regional Recreation Area"
"65291",2022-06-22,5359,"Temescal Regional Recreation Area"
"65292",2022-06-23,4708,"Temescal Regional Recreation Area"
"65293",2022-06-24,5636,"Temescal Regional Recreation Area"
"65294",2022-06-25,3980,"Temescal Regional Recreation Area"
"65295",2022-06-26,3229,"Temescal Regional Recreation Area"
"65296",2022-06-27,3486,"Temescal Regional Recreation Area"
"65297",2022-06-28,4470,"Temescal Regional Recreation Area"
"65298",2022-06-29,3974,"Temescal Regional Recreation Area"
"65299",2022-06-30,4303,"Temescal Regional Recreation Area"
"65300",2022-07-01,3657,"Temescal Regional Recreation Area"
"65301",2022-07-02,5543,"Temescal Regional Recreation Area"
"65302",2022-07-03,4349,"Temescal Regional Recreation Area"
"65303",2022-07-04,5850,"Temescal Regional Recreation Area"
"65304",2022-07-05,4507,"Temescal Regional Recreation Area"
"65305",2022-07-06,4291,"Temescal Regional Recreation Area"
"65306",2022-07-07,3821,"Temescal Regional Recreation Area"
"65307",2022-07-08,5170,"Temescal Regional Recreation Area"
"65308",2022-07-09,4058,"Temescal Regional Recreation Area"
"65309",2022-07-10,4571,"Temescal Regional Recreation Area"
"65310",2022-07-11,3393,"Temescal Regional Recreation Area"
"65311",2022-07-12,4353,"Temescal Regional Recreation Area"
"65312",2022-07-13,3517,"Temescal Regional Recreation Area"
"65313",2022-07-14,4363,"Temescal Regional Recreation Area"
"65314",2022-07-15,4182,"Temescal Regional Recreation Area"
"65315",2022-07-16,5027,"Temescal Regional Recreation Area"
"65316",2022-07-17,4671,"Temescal Regional Recreation Area"
"65317",2022-07-18,4287,"Temescal Regional Recreation Area"
"65318",2022-07-19,4326,"Temescal Regional Recreation Area"
"65319",2022-07-20,4809,"Temescal Regional Recreation Area"
"65320",2022-07-21,5180,"Temescal Regional Recreation Area"
"65321",2022-07-22,4264,"Temescal Regional Recreation Area"
"65322",2022-07-23,3632,"Temescal Regional Recreation Area"
"65323",2022-07-24,3612,"Temescal Regional Recreation Area"
"65324",2022-07-25,3138,"Temescal Regional Recreation Area"
"65325",2022-07-26,4499,"Temescal Regional Recreation Area"
"65326",2022-07-27,4065,"Temescal Regional Recreation Area"
"65327",2022-07-28,4590,"Temescal Regional Recreation Area"
"65328",2022-07-29,4727,"Temescal Regional Recreation Area"
"65329",2022-07-30,4638,"Temescal Regional Recreation Area"
"65330",2022-07-31,3795,"Temescal Regional Recreation Area"
"65331",2022-08-01,4295,"Temescal Regional Recreation Area"
"65332",2022-08-02,4655,"Temescal Regional Recreation Area"
"65333",2022-08-03,3899,"Temescal Regional Recreation Area"
"65334",2022-08-04,3516,"Temescal Regional Recreation Area"
"65335",2022-08-05,4249,"Temescal Regional Recreation Area"
"65336",2022-08-06,4009,"Temescal Regional Recreation Area"
"65337",2022-08-07,3323,"Temescal Regional Recreation Area"
"65338",2022-08-08,5039,"Temescal Regional Recreation Area"
"65339",2022-08-09,5016,"Temescal Regional Recreation Area"
"65340",2022-08-10,5335,"Temescal Regional Recreation Area"
"65341",2022-08-11,5020,"Temescal Regional Recreation Area"
"65342",2022-08-12,4157,"Temescal Regional Recreation Area"
"65343",2022-08-13,3541,"Temescal Regional Recreation Area"
"65344",2022-08-14,5057,"Temescal Regional Recreation Area"
"65345",2022-08-15,5308,"Temescal Regional Recreation Area"
"65346",2022-08-16,5791,"Temescal Regional Recreation Area"
"65347",2022-08-17,4965,"Temescal Regional Recreation Area"
"65348",2022-08-18,5168,"Temescal Regional Recreation Area"
"65349",2022-08-19,4786,"Temescal Regional Recreation Area"
"65350",2022-08-20,6557,"Temescal Regional Recreation Area"
"65351",2022-08-21,3620,"Temescal Regional Recreation Area"
"65352",2022-08-22,4767,"Temescal Regional Recreation Area"
"65353",2022-08-23,5638,"Temescal Regional Recreation Area"
"65354",2022-08-24,5665,"Temescal Regional Recreation Area"
"65355",2022-08-25,6845,"Temescal Regional Recreation Area"
"65356",2022-08-26,6124,"Temescal Regional Recreation Area"
"65357",2022-08-27,6453,"Temescal Regional Recreation Area"
"65358",2022-08-28,5449,"Temescal Regional Recreation Area"
"65359",2022-08-29,5432,"Temescal Regional Recreation Area"
"65360",2022-08-30,6004,"Temescal Regional Recreation Area"
"65361",2022-08-31,5880,"Temescal Regional Recreation Area"
"65362",2022-09-01,6826,"Temescal Regional Recreation Area"
"65363",2022-09-02,6010,"Temescal Regional Recreation Area"
"65364",2022-09-03,4800,"Temescal Regional Recreation Area"
"65365",2022-09-04,3305,"Temescal Regional Recreation Area"
"65366",2022-09-05,5089,"Temescal Regional Recreation Area"
"65367",2022-09-06,4882,"Temescal Regional Recreation Area"
"65368",2022-09-07,4467,"Temescal Regional Recreation Area"
"65369",2022-09-08,5744,"Temescal Regional Recreation Area"
"65370",2022-09-09,6828,"Temescal Regional Recreation Area"
"65371",2022-09-10,4819,"Temescal Regional Recreation Area"
"65372",2022-09-11,4613,"Temescal Regional Recreation Area"
"65373",2022-09-12,5081,"Temescal Regional Recreation Area"
"65374",2022-09-13,4720,"Temescal Regional Recreation Area"
"65375",2022-09-14,5521,"Temescal Regional Recreation Area"
"65376",2022-09-15,5694,"Temescal Regional Recreation Area"
"65377",2022-09-16,5398,"Temescal Regional Recreation Area"
"65378",2022-09-17,5061,"Temescal Regional Recreation Area"
"65379",2022-09-18,2658,"Temescal Regional Recreation Area"
"65380",2022-09-19,4541,"Temescal Regional Recreation Area"
"65381",2022-09-20,4893,"Temescal Regional Recreation Area"
"65382",2022-09-21,6060,"Temescal Regional Recreation Area"
"65383",2022-09-22,4613,"Temescal Regional Recreation Area"
"65384",2022-09-23,6507,"Temescal Regional Recreation Area"
"65385",2022-09-24,6266,"Temescal Regional Recreation Area"
"65386",2022-09-25,3849,"Temescal Regional Recreation Area"
"65387",2022-09-26,3753,"Temescal Regional Recreation Area"
"65388",2022-09-27,3839,"Temescal Regional Recreation Area"
"65389",2022-09-28,5605,"Temescal Regional Recreation Area"
"65390",2022-09-29,4531,"Temescal Regional Recreation Area"
"65391",2022-09-30,5782,"Temescal Regional Recreation Area"
"65392",2022-10-01,4183,"Temescal Regional Recreation Area"
"65393",2022-10-02,3779,"Temescal Regional Recreation Area"
"65394",2022-10-03,6354,"Temescal Regional Recreation Area"
"65395",2022-10-04,6880,"Temescal Regional Recreation Area"
"65396",2022-10-05,3691,"Temescal Regional Recreation Area"
"65397",2022-10-06,5523,"Temescal Regional Recreation Area"
"65398",2022-10-07,4806,"Temescal Regional Recreation Area"
"65399",2022-10-08,4917,"Temescal Regional Recreation Area"
"65400",2022-10-09,3820,"Temescal Regional Recreation Area"
"65401",2022-10-10,4102,"Temescal Regional Recreation Area"
"65402",2022-10-11,5219,"Temescal Regional Recreation Area"
"65403",2022-10-12,5977,"Temescal Regional Recreation Area"
"65404",2022-10-13,5762,"Temescal Regional Recreation Area"
"65405",2022-10-14,5736,"Temescal Regional Recreation Area"
"65406",2022-10-15,4563,"Temescal Regional Recreation Area"
"65407",2022-10-16,5814,"Temescal Regional Recreation Area"
"65408",2022-10-17,4578,"Temescal Regional Recreation Area"
"65409",2022-10-18,6112,"Temescal Regional Recreation Area"
"65410",2022-10-19,6180,"Temescal Regional Recreation Area"
"65411",2022-10-20,4243,"Temescal Regional Recreation Area"
"65412",2022-10-21,5950,"Temescal Regional Recreation Area"
"65413",2022-10-22,5055,"Temescal Regional Recreation Area"
"65414",2022-10-23,4453,"Temescal Regional Recreation Area"
"65415",2022-10-24,3716,"Temescal Regional Recreation Area"
"65416",2022-10-25,4786,"Temescal Regional Recreation Area"
"65417",2022-10-26,4843,"Temescal Regional Recreation Area"
"65418",2022-10-27,4695,"Temescal Regional Recreation Area"
"65419",2022-10-28,5333,"Temescal Regional Recreation Area"
"65420",2022-10-29,4339,"Temescal Regional Recreation Area"
"65421",2022-10-30,3190,"Temescal Regional Recreation Area"
"65422",2022-10-31,6966,"Temescal Regional Recreation Area"
"65423",2022-11-01,4592,"Temescal Regional Recreation Area"
"65424",2022-11-02,4674,"Temescal Regional Recreation Area"
"65425",2022-11-03,4922,"Temescal Regional Recreation Area"
"65426",2022-11-04,6547,"Temescal Regional Recreation Area"
"65427",2022-11-05,4220,"Temescal Regional Recreation Area"
"65428",2022-11-06,3696,"Temescal Regional Recreation Area"
"65429",2022-11-07,4219,"Temescal Regional Recreation Area"
"65430",2022-11-08,4711,"Temescal Regional Recreation Area"
"65431",2022-11-09,5154,"Temescal Regional Recreation Area"
"65432",2022-11-10,5789,"Temescal Regional Recreation Area"
"65433",2022-11-11,5543,"Temescal Regional Recreation Area"
"65434",2022-11-12,3915,"Temescal Regional Recreation Area"
"65435",2022-11-13,4014,"Temescal Regional Recreation Area"
"65436",2022-11-14,4451,"Temescal Regional Recreation Area"
"65437",2022-11-15,4487,"Temescal Regional Recreation Area"
"65438",2022-11-16,4753,"Temescal Regional Recreation Area"
"65439",2022-11-17,4737,"Temescal Regional Recreation Area"
"65440",2022-11-18,5292,"Temescal Regional Recreation Area"
"65441",2022-11-19,5969,"Temescal Regional Recreation Area"
"65442",2022-11-20,5591,"Temescal Regional Recreation Area"
"65443",2022-11-21,3803,"Temescal Regional Recreation Area"
"65444",2022-11-22,4441,"Temescal Regional Recreation Area"
"65445",2022-11-23,4398,"Temescal Regional Recreation Area"
"65446",2022-11-24,4425,"Temescal Regional Recreation Area"
"65447",2022-11-25,3211,"Temescal Regional Recreation Area"
"65448",2022-11-26,3216,"Temescal Regional Recreation Area"
"65449",2022-11-27,3611,"Temescal Regional Recreation Area"
"65450",2022-11-28,5059,"Temescal Regional Recreation Area"
"65451",2022-11-29,4381,"Temescal Regional Recreation Area"
"65452",2022-11-30,4716,"Temescal Regional Recreation Area"
"65453",2022-12-01,4741,"Temescal Regional Recreation Area"
"65454",2022-12-02,6621,"Temescal Regional Recreation Area"
"65455",2022-12-03,5307,"Temescal Regional Recreation Area"
"65456",2022-12-04,3380,"Temescal Regional Recreation Area"
"65457",2022-12-05,4090,"Temescal Regional Recreation Area"
"65458",2022-12-06,5038,"Temescal Regional Recreation Area"
"65459",2022-12-07,4823,"Temescal Regional Recreation Area"
"65460",2022-12-08,5280,"Temescal Regional Recreation Area"
"65461",2022-12-09,6316,"Temescal Regional Recreation Area"
"65462",2022-12-10,3327,"Temescal Regional Recreation Area"
"65463",2022-12-11,3675,"Temescal Regional Recreation Area"
"65464",2022-12-12,4496,"Temescal Regional Recreation Area"
"65465",2022-12-13,5688,"Temescal Regional Recreation Area"
"65466",2022-12-14,5920,"Temescal Regional Recreation Area"
"65467",2022-12-15,5378,"Temescal Regional Recreation Area"
"65468",2022-12-16,4868,"Temescal Regional Recreation Area"
"65469",2022-12-17,5742,"Temescal Regional Recreation Area"
"65470",2022-12-18,5058,"Temescal Regional Recreation Area"
"65471",2022-12-19,5371,"Temescal Regional Recreation Area"
"65472",2022-12-20,4092,"Temescal Regional Recreation Area"
"65473",2022-12-21,5546,"Temescal Regional Recreation Area"
"65474",2022-12-22,5491,"Temescal Regional Recreation Area"
"65475",2022-12-23,4604,"Temescal Regional Recreation Area"
"65476",2022-12-24,5941,"Temescal Regional Recreation Area"
"65477",2022-12-25,4701,"Temescal Regional Recreation Area"
"65478",2022-12-26,3792,"Temescal Regional Recreation Area"
"65479",2022-12-27,3715,"Temescal Regional Recreation Area"
"65480",2022-12-28,4094,"Temescal Regional Recreation Area"
"65481",2022-12-29,3609,"Temescal Regional Recreation Area"
"65482",2022-12-30,2861,"Temescal Regional Recreation Area"
"65483",2022-12-31,3931,"Temescal Regional Recreation Area"
"65484",2023-01-01,2871,"Temescal Regional Recreation Area"
"65485",2023-01-02,2222,"Temescal Regional Recreation Area"
"65486",2023-01-03,4287,"Temescal Regional Recreation Area"
"65487",2023-01-04,3449,"Temescal Regional Recreation Area"
"65488",2023-01-05,3801,"Temescal Regional Recreation Area"
"65489",2023-01-06,3615,"Temescal Regional Recreation Area"
"65490",2023-01-07,3901,"Temescal Regional Recreation Area"
"65491",2023-01-08,3551,"Temescal Regional Recreation Area"
"65492",2023-01-09,3092,"Temescal Regional Recreation Area"
"65493",2023-01-10,4398,"Temescal Regional Recreation Area"
"65494",2023-01-11,3087,"Temescal Regional Recreation Area"
"65495",2023-01-12,3963,"Temescal Regional Recreation Area"
"65496",2023-01-13,4698,"Temescal Regional Recreation Area"
"65497",2023-01-14,3840,"Temescal Regional Recreation Area"
"65498",2023-01-15,2894,"Temescal Regional Recreation Area"
"65499",2023-01-16,4804,"Temescal Regional Recreation Area"
"65500",2023-01-17,5706,"Temescal Regional Recreation Area"
"65501",2023-01-18,4326,"Temescal Regional Recreation Area"
"65502",2023-01-19,4779,"Temescal Regional Recreation Area"
"65503",2023-01-20,4826,"Temescal Regional Recreation Area"
"65504",2023-01-21,4887,"Temescal Regional Recreation Area"
"65505",2023-01-22,3205,"Temescal Regional Recreation Area"
"65506",2023-01-23,5208,"Temescal Regional Recreation Area"
"65507",2023-01-24,4941,"Temescal Regional Recreation Area"
"65508",2023-01-25,4825,"Temescal Regional Recreation Area"
"65509",2023-01-26,4318,"Temescal Regional Recreation Area"
"65510",2023-01-27,5575,"Temescal Regional Recreation Area"
"65511",2023-01-28,3629,"Temescal Regional Recreation Area"
"65512",2023-01-29,3358,"Temescal Regional Recreation Area"
"65513",2023-01-30,3757,"Temescal Regional Recreation Area"
"65514",2023-01-31,6041,"Temescal Regional Recreation Area"
"65515",2023-02-01,6100,"Temescal Regional Recreation Area"
"65516",2023-02-02,5286,"Temescal Regional Recreation Area"
"65517",2023-02-03,5355,"Temescal Regional Recreation Area"
"65518",2023-02-04,3949,"Temescal Regional Recreation Area"
"65519",2023-02-05,2780,"Temescal Regional Recreation Area"
"65520",2023-02-06,4257,"Temescal Regional Recreation Area"
"65521",2023-02-07,5710,"Temescal Regional Recreation Area"
"65522",2023-02-08,4553,"Temescal Regional Recreation Area"
"65523",2023-02-09,4322,"Temescal Regional Recreation Area"
"65524",2023-02-10,5136,"Temescal Regional Recreation Area"
"65525",2023-02-11,6056,"Temescal Regional Recreation Area"
"65526",2023-02-12,4846,"Temescal Regional Recreation Area"
"65527",2023-02-13,3961,"Temescal Regional Recreation Area"
"65528",2023-02-14,5853,"Temescal Regional Recreation Area"
"65529",2023-02-15,4168,"Temescal Regional Recreation Area"
"65530",2023-02-16,5966,"Temescal Regional Recreation Area"
"65531",2023-02-17,5404,"Temescal Regional Recreation Area"
"65532",2023-02-18,4075,"Temescal Regional Recreation Area"
"65533",2023-02-19,4767,"Temescal Regional Recreation Area"
"65534",2023-02-20,3091,"Temescal Regional Recreation Area"
"65535",2023-02-21,4720,"Temescal Regional Recreation Area"
"65536",2023-02-22,6376,"Temescal Regional Recreation Area"
"65537",2023-02-23,4597,"Temescal Regional Recreation Area"
"65538",2023-02-24,4763,"Temescal Regional Recreation Area"
"65539",2023-02-25,3539,"Temescal Regional Recreation Area"
"65540",2023-02-26,2671,"Temescal Regional Recreation Area"
"65541",2023-02-27,3891,"Temescal Regional Recreation Area"
"65542",2023-02-28,4412,"Temescal Regional Recreation Area"
"65543",2023-03-01,6492,"Temescal Regional Recreation Area"
"65544",2023-03-02,6360,"Temescal Regional Recreation Area"
"65545",2023-03-03,5917,"Temescal Regional Recreation Area"
"65546",2023-03-04,3425,"Temescal Regional Recreation Area"
"65547",2023-03-05,3958,"Temescal Regional Recreation Area"
"65548",2023-03-06,4609,"Temescal Regional Recreation Area"
"65549",2023-03-07,5885,"Temescal Regional Recreation Area"
"65550",2023-03-08,4698,"Temescal Regional Recreation Area"
"65551",2023-03-09,4184,"Temescal Regional Recreation Area"
"65552",2023-03-10,5017,"Temescal Regional Recreation Area"
"65553",2023-03-11,4330,"Temescal Regional Recreation Area"
"65554",2023-03-12,4289,"Temescal Regional Recreation Area"
"65555",2023-03-13,4699,"Temescal Regional Recreation Area"
"65556",2023-03-14,4667,"Temescal Regional Recreation Area"
"65557",2023-03-15,5366,"Temescal Regional Recreation Area"
"65558",2023-03-16,6177,"Temescal Regional Recreation Area"
"65559",2023-03-17,5891,"Temescal Regional Recreation Area"
"65560",2023-03-18,5021,"Temescal Regional Recreation Area"
"65561",2023-03-19,3261,"Temescal Regional Recreation Area"
"65562",2023-03-20,5633,"Temescal Regional Recreation Area"
"65563",2023-03-21,5108,"Temescal Regional Recreation Area"
"65564",2023-03-22,4860,"Temescal Regional Recreation Area"
"65565",2023-03-23,6183,"Temescal Regional Recreation Area"
"65566",2023-03-24,5590,"Temescal Regional Recreation Area"
"65567",2023-03-25,5068,"Temescal Regional Recreation Area"
"65568",2023-03-26,6802,"Temescal Regional Recreation Area"
"65569",2023-03-27,5411,"Temescal Regional Recreation Area"
"65570",2023-03-28,4166,"Temescal Regional Recreation Area"
"65571",2023-03-29,3669,"Temescal Regional Recreation Area"
"65572",2023-03-30,5722,"Temescal Regional Recreation Area"
"65573",2023-03-31,4096,"Temescal Regional Recreation Area"
"65574",2023-04-01,4284,"Temescal Regional Recreation Area"
"65575",2023-04-02,4300,"Temescal Regional Recreation Area"
"65576",2023-04-03,3646,"Temescal Regional Recreation Area"
"65577",2023-04-04,4920,"Temescal Regional Recreation Area"
"65578",2023-04-05,5276,"Temescal Regional Recreation Area"
"65579",2023-04-06,4939,"Temescal Regional Recreation Area"
"65580",2023-04-07,3010,"Temescal Regional Recreation Area"
"65581",2023-04-08,4296,"Temescal Regional Recreation Area"
"65582",2023-04-09,7589,"Temescal Regional Recreation Area"
"65583",2023-04-10,3131,"Temescal Regional Recreation Area"
"65584",2023-04-11,5275,"Temescal Regional Recreation Area"
"65585",2023-04-12,4333,"Temescal Regional Recreation Area"
"65586",2023-04-13,4059,"Temescal Regional Recreation Area"
"65587",2023-04-14,4906,"Temescal Regional Recreation Area"
"65588",2023-04-15,6097,"Temescal Regional Recreation Area"
"65589",2023-04-16,4499,"Temescal Regional Recreation Area"
"65590",2023-04-17,4604,"Temescal Regional Recreation Area"
"65591",2023-04-18,6112,"Temescal Regional Recreation Area"
"65592",2023-04-19,5335,"Temescal Regional Recreation Area"
"65593",2023-04-20,5680,"Temescal Regional Recreation Area"
"65594",2023-04-21,7404,"Temescal Regional Recreation Area"
"65595",2023-04-22,7005,"Temescal Regional Recreation Area"
"65596",2023-04-23,6653,"Temescal Regional Recreation Area"
"65597",2023-04-24,5105,"Temescal Regional Recreation Area"
"65598",2023-04-25,6893,"Temescal Regional Recreation Area"
"65599",2023-04-26,6130,"Temescal Regional Recreation Area"
"65600",2023-04-27,7679,"Temescal Regional Recreation Area"
"65601",2023-04-28,6561,"Temescal Regional Recreation Area"
